col1,col2,col3,col4,col5,col6,col7,col8,col9,col10
,,,,,,,,,
Sinisterra,,,,,,,,,
MD 5.0,,,,,,,,,
0,0,0,0,0,0,0,0,0.10%,Submit
,,,,,,,,,
Sadi,,,,,,,,,
MD 4.5,,,,,,,,,
0,0,0,0,0,0,0,0,0.10%,Submit
,,,,,,,,,
Silcott-Duberry,,,,,,,,,
MD 4.5,,,,,,,,,
0,0,0,0,0,0,0,0,0.10%,Submit
,,,,,,,,,
Enes �nal,,,,,,,,,
FW 5.5,,,,,,,,,
0,0,0,0,0,0,0,0,0.00%,Submit
,,,,,,,,,
Adu-Adjei,,,,,,,,,
FW 4.5,,,,,,,,,
0,0,0,0,0,0,0,0,0.30%,Submit
,,,,,,,,,
Balcombe,,,,,,,,,
GK 4.0,,,,,,,,,
0,0,0,0,0,0,0,0,0.30%,Submit
,,,,,,,,,
Eyestone,,,,,,,,,
GK 4.0,,,,,,,,,
0,0,0,0,0,0,0,0,0.10%,Submit
,,,,,,,,,
Arthur,,,,,,,,,
DF 4.0,,,,,,,,,
0,0,0,0,0,0,0,0,0.30%,Submit
,,,,,,,,,
Fredrick,,,,,,,,,
DF 4.0,,,,,,,,,
0,0,0,0,0,0,0,0,0.20%,Submit
,,,,,,,,,
Meghoma,,,,,,,,,
DF 4.0,,,,,,,,,
0,0,0,0,0,0,0,0,0.20%,Submit
,,,,,,,,,
Onyeka,,,,,,,,,
MD 5.0,,,,,,,,,
0,0,0,0,0,0,0,0,0.00%,Submit
,,,,,,,,,
Donovan,,,,,,,,,
MD 4.5,,,,,,,,,
0,0,0,0,0,0,0,0,0.10%,Submit
,,,,,,,,,
Trevitt,,,,,,,,,
MD 4.5,,,,,,,,,
0,0,0,0,0,0,0,0,0.00%,Submit
,,,,,,,,,
Morgan,,,,,,,,,
FW 4.5,,,,,,,,,
0,0,0,0,0,0,0,0,0.50%,Submit
,,,,,,,,,
McGill,,,,,,,,,
GK 4.0,,,,,,,,,
0,0,0,0,0,0,0,0,0.40%,Submit
,,,,,,,,,
Rushworth,,,,,,,,,
GK 4.0,,,,,,,,,
0,0,0,0,0,0,0,0,0.00%,Submit
,,,,,,,,,
Scherpen,,,,,,,,,
GK 4.0,,,,,,,,,
0,0,0,0,0,0,0,0,0.00%,Submit
,,,,,,,,,
Estupi�an,,,,,,,,,
DF 4.5,,,,,,,,,
0,0,0,0,0,0,0,0,0.10%,Submit
,,,,,,,,,
Webster,,,,,,,,,
DF 4.5,,,,,,,,,
0,0,0,0,0,0,0,0,0.00%,Submit
,,,,,,,,,
Cashin,,,,,,,,,
DF 4.0,,,,,,,,,
0,0,0,0,0,0,0,0,0.00%,Submit
,,,,,,,,,
Slater,,,,,,,,,
DF 4.0,,,,,,,,,
0,0,0,0,0,0,0,0,0.20%,Submit
,,,,,,,,,
Tasker,,,,,,,,,
DF 4.0,,,,,,,,,
0,0,0,0,0,0,0,0,0.20%,Submit
,,,,,,,,,
Enciso,,,,,,,,,
MD 5.5,,,,,,,,,
0,0,0,0,0,0,0,0,0.10%,Submit
,,,,,,,,,
Milner,,,,,,,,,
MD 5.0,,,,,,,,,
0,0,0,0,0,0,0,0,0.10%,Submit
,,,,,,,,,
Yalcouye,,,,,,,,,
MD 5.0,,,,,,,,,
0,0,0,0,0,0,0,0,0.00%,Submit
,,,,,,,,,
Knight,,,,,,,,,
MD 4.5,,,,,,,,,
0,0,0,0,0,0,0,0,0.10%,Submit
,,,,,,,,,
Mazilu,,,,,,,,,
MD 4.5,,,,,,,,,
0,0,0,0,0,0,0,0,0.00%,Submit
,,,,,,,,,
Moran,,,,,,,,,
MD 4.5,,,,,,,,,
0,0,0,0,0,0,0,0,0.10%,Submit
,,,,,,,,,
Ferguson,,,,,,,,,
FW 5.5,,,,,,,,,
0,0,0,0,0,0,0,0,0.00%,Submit
,,,,,,,,,
Green,,,,,,,,,
GK 4.0,,,,,,,,,
0,0,0,0,0,0,0,0,0.40%,Submit
,,,,,,,,,
Dodgson,,,,,,,,,
DF 4.0,,,,,,,,,
0,0,0,0,0,0,0,0,0.10%,Submit
,,,,,,,,,
Sambo,,,,,,,,,
DF 4.0,,,,,,,,,
0,0,0,0,0,0,0,0,0.20%,Submit
,,,,,,,,,
Boateng,,,,,,,,,
MD 5.0,,,,,,,,,
0,0,0,0,0,0,0,0,0.10%,Submit
,,,,,,,,,
Churlinov,,,,,,,,,
MD 5.0,,,,,,,,,
0,0,0,0,0,0,0,0,0.00%,Submit
,,,,,,,,,
Adewumi,,,,,,,,,
MD 4.5,,,,,,,,,
0,0,0,0,0,0,0,0,0.10%,Submit
,,,,,,,,,
Banel,,,,,,,,,
MD 4.5,,,,,,,,,
0,0,0,0,0,0,0,0,0.00%,Submit
,,,,,,,,,
Tr�sor,,,,,,,,,
MD 4.5,,,,,,,,,
0,0,0,0,0,0,0,0,0.10%,Submit
,,,,,,,,,
Amdouni,,,,,,,,,
FW 5.0,,,,,,,,,
0,0,0,0,0,0,0,0,0.10%,Submit
,,,,,,,,,
Penders,,,,,,,,,
GK 4.0,,,,,,,,,
0,0,0,0,0,0,0,0,0.00%,Submit
,,,,,,,,,
Slonina,,,,,,,,,
GK 4.0,,,,,,,,,
0,0,0,0,0,0,0,0,0.10%,Submit
,,,,,,,,,
Colwill,,,,,,,,,
DF 5.0,,,,,,,,,
0,0,0,0,0,0,0,0,0.70%,Submit
,,,,,,,,,
M.Sarr,,,,,,,,,
DF 4.5,,,,,,,,,
0,0,0,0,0,0,0,0,0.00%,Submit
,,,,,,,,,
Anselmino,,,,,,,,,
DF 4.0,,,,,,,,,
0,0,0,0,0,0,0,0,0.10%,Submit
,,,,,,,,,
Mudryk,,,,,,,,,
MD 5.0,,,,,,,,,
0,0,0,0,0,0,0,0,0.00%,Submit
,,,,,,,,,
Paez,,,,,,,,,
MD 4.5,,,,,,,,,
0,0,0,0,0,0,0,0,0.00%,Submit
,,,,,,,,,
Matthews,,,,,,,,,
GK 4.0,,,,,,,,,
0,0,0,0,0,0,0,0,0.10%,Submit
,,,,,,,,,
Chadi Riad,,,,,,,,,
DF 4.0,,,,,,,,,
0,0,0,0,0,0,0,0,0.00%,Submit
,,,,,,,,,
Holding,,,,,,,,,
DF 4.0,,,,,,,,,
0,0,0,0,0,0,0,0,0.10%,Submit
,,,,,,,,,
Kporha,,,,,,,,,
DF 4.0,,,,,,,,,
0,0,0,0,0,0,0,0,0.10%,Submit
,,,,,,,,,
Doucour�,,,,,,,,,
MD 5.0,,,,,,,,,
0,0,0,0,0,0,0,0,0.00%,Submit
,,,,,,,,,
Agbinone,,,,,,,,,
MD 4.5,,,,,,,,,
0,0,0,0,0,0,0,0,0.10%,Submit
,,,,,,,,,
Ebiowei,,,,,,,,,
MD 4.5,,,,,,,,,
0,0,0,0,0,0,0,0,0.00%,Submit
,,,,,,,,,
Ozoh,,,,,,,,,
MD 4.5,,,,,,,,,
0,0,0,0,0,0,0,0,0.00%,Submit
,,,,,,,,,
Rodney,,,,,,,,,
MD 4.5,,,,,,,,,
0,0,0,0,0,0,0,0,0.00%,Submit
,,,,,,,,,
Umeh,,,,,,,,,
MD 4.5,,,,,,,,,
0,0,0,0,0,0,0,0,0.00%,Submit
,,,,,,,,,
Nketiah,,,,,,,,,
FW 5.5,,,,,,,,,
0,0,0,0,0,0,0,0,0.60%,Submit
,,,,,,,,,
Marsh,,,,,,,,,
FW 4.5,,,,,,,,,
0,0,0,0,0,0,0,0,0.30%,Submit
,,,,,,,,,
Tyrer,,,,,,,,,
GK 4.0,,,,,,,,,
0,0,0,0,0,0,0,0,0.10%,Submit
,,,,,,,,,
Dixon,,,,,,,,,
DF 4.0,,,,,,,,,
0,0,0,0,0,0,0,0,0.20%,Submit
,,,,,,,,,
Welch,,,,,,,,,
DF 4.0,,,,,,,,,
0,0,0,0,0,0,0,0,0.20%,Submit
,,,,,,,,,
Bates,,,,,,,,,
MD 4.5,,,,,,,,,
0,0,0,0,0,0,0,0,0.10%,Submit
,,,,,,,,,
Ebere,,,,,,,,,
MD 4.5,,,,,,,,,
0,0,0,0,0,0,0,0,0.00%,Submit
,,,,,,,,,
Heath,,,,,,,,,
MD 4.5,,,,,,,,,
0,0,0,0,0,0,0,0,0.00%,Submit
,,,,,,,,,
Metcalfe,,,,,,,,,
MD 4.5,,,,,,,,,
0,0,0,0,0,0,0,0,0.00%,Submit
,,,,,,,,,
Sherif,,,,,,,,,
FW 4.5,,,,,,,,,
0,0,0,0,0,0,0,0,0.20%,Submit
,,,,,,,,,
Benda,,,,,,,,,
GK 4.0,,,,,,,,,
0,0,0,0,0,0,0,0,0.00%,Submit
,,,,,,,,,
Amissah,,,,,,,,,
DF 4.0,,,,,,,,,
0,0,0,0,0,0,0,0,0.20%,Submit
,,,,,,,,,
Harris,,,,,,,,,
MD 4.5,,,,,,,,,
0,0,0,0,0,0,0,0,0.00%,Submit
,,,,,,,,,
Meslier,,,,,,,,,
GK 4.5,,,,,,,,,
0,0,0,0,0,0,0,0,0.90%,Submit
,,,,,,,,,
Cairns,,,,,,,,,
GK 4.0,,,,,,,,,
0,0,0,0,0,0,0,0,0.20%,Submit
,,,,,,,,,
Crew,,,,,,,,,
MD 4.5,,,,,,,,,
0,0,0,0,0,0,0,0,0.00%,Submit
,,,,,,,,,
Gelhardt,,,,,,,,,
MD 4.5,,,,,,,,,
0,0,0,0,0,0,0,0,0.10%,Submit
,,,,,,,,,
Gyabi,,,,,,,,,
MD 4.5,,,,,,,,,
0,0,0,0,0,0,0,0,0.10%,Submit
,,,,,,,,,
Mateo Joseph,,,,,,,,,
FW 5.0,,,,,,,,,
0,0,0,0,0,0,0,0,0.10%,Submit
,,,,,,,,,
P�csi,,,,,,,,,
GK 4.0,,,,,,,,,
0,0,0,0,0,0,0,0,0.10%,Submit
,,,,,,,,,
Woodman,,,,,,,,,
GK 4.0,,,,,,,,,
0,0,0,0,0,0,0,0,0.10%,Submit
,,,,,,,,,
Ramsay,,,,,,,,,
DF 4.0,,,,,,,,,
0,0,0,0,0,0,0,0,0.20%,Submit
,,,,,,,,,
Luis D�az,,,,,,,,,
MD 8.0,,,,,,,,,
0,0,0,0,0,0,0,0,0.20%,Submit
,,,,,,,,,
Doak,,,,,,,,,
MD 5.0,,,,,,,,,
0,0,0,0,0,0,0,0,0.00%,Submit
,,,,,,,,,
McConnell,,,,,,,,,
MD 4.5,,,,,,,,,
0,0,0,0,0,0,0,0,0.00%,Submit
,,,,,,,,,
Morton,,,,,,,,,
MD 4.5,,,,,,,,,
0,0,0,0,0,0,0,0,0.00%,Submit
,,,,,,,,,
Nyoni,,,,,,,,,
MD 4.5,,,,,,,,,
0,0,0,0,0,0,0,0,0.10%,Submit
,,,,,,,,,
Darwin,,,,,,,,,
FW 6.5,,,,,,,,,
0,0,0,0,0,0,0,0,0.40%,Submit
,,,,,,,,,
Ortega Moreno,,,,,,,,,
GK 5.0,,,,,,,,,
0,0,0,0,0,0,0,0,0.30%,Submit
,,,,,,,,,
Bettinelli,,,,,,,,,
GK 4.0,,,,,,,,,
0,0,0,0,0,0,0,0,0.20%,Submit
,,,,,,,,,
Vitor Reis,,,,,,,,,
DF 5.0,,,,,,,,,
0,0,0,0,0,0,0,0,0.00%,Submit
,,,,,,,,,
Echeverri,,,,,,,,,
MD 5.5,,,,,,,,,
0,0,0,0,0,0,0,0,0.00%,Submit
,,,,,,,,,
Nypan,,,,,,,,,
MD 5.0,,,,,,,,,
0,0,0,0,0,0,0,0,0.00%,Submit
,,,,,,,,,
Phillips,,,,,,,,,
MD 5.0,,,,,,,,,
0,0,0,0,0,0,0,0,0.10%,Submit
,,,,,,,,,
Harrison,,,,,,,,,
GK 4.0,,,,,,,,,
0,0,0,0,0,0,0,0,0.00%,Submit
,,,,,,,,,
Mee,,,,,,,,,
GK 4.0,,,,,,,,,
0,0,0,0,0,0,0,0,0.10%,Submit
,,,,,,,,,
D.Leon,,,,,,,,,
DF 4.5,,,,,,,,,
0,0,0,0,0,0,0,0,0.10%,Submit
,,,,,,,,,
Fredricson,,,,,,,,,
DF 4.0,,,,,,,,,
0,0,0,0,0,0,0,0,0.10%,Submit
,,,,,,,,,
Rashford,,,,,,,,,
MD 7.0,,,,,,,,,
0,0,0,0,0,0,0,0,0.10%,Submit
,,,,,,,,,
Garnacho,,,,,,,,,
MD 6.5,,,,,,,,,
0,0,0,0,0,0,0,0,0.20%,Submit
,,,,,,,,,
Antony,,,,,,,,,
MD 6.0,,,,,,,,,
0,0,0,0,0,0,0,0,0.10%,Submit
,,,,,,,,,
Sancho,,,,,,,,,
MD 6.0,,,,,,,,,
0,0,0,0,0,0,0,0,0.10%,Submit
,,,,,,,,,
Fitzgerald,,,,,,,,,
MD 4.5,,,,,,,,,
0,0,0,0,0,0,0,0,0.00%,Submit
,,,,,,,,,
J.Fletcher,,,,,,,,,
MD 4.5,,,,,,,,,
0,0,0,0,0,0,0,0,0.00%,Submit
,,,,,,,,,
Kone,,,,,,,,,
MD 4.5,,,,,,,,,
0,0,0,0,0,0,0,0,0.10%,Submit
,,,,,,,,,
Moorhouse,,,,,,,,,
MD 4.5,,,,,,,,,
0,0,0,0,0,0,0,0,0.00%,Submit
,,,,,,,,,
Wheatley,,,,,,,,,
FW 4.5,,,,,,,,,
0,0,0,0,0,0,0,0,0.20%,Submit
,,,,,,,,,
Gillespie,,,,,,,,,
GK 4.0,,,,,,,,,
0,0,0,0,0,0,0,0,0.10%,Submit
,,,,,,,,,
Odysseas,,,,,,,,,
GK 4.0,,,,,,,,,
0,0,0,0,0,0,0,0,0.10%,Submit
,,,,,,,,,
Lascelles,,,,,,,,,
DF 4.5,,,,,,,,,
0,0,0,0,0,0,0,0,0.10%,Submit
,,,,,,,,,
A.Murphy,,,,,,,,,
DF 4.0,,,,,,,,,
0,0,0,0,0,0,0,0,0.80%,Submit
,,,,,,,,,
Ashby,,,,,,,,,
DF 4.0,,,,,,,,,
0,0,0,0,0,0,0,0,0.20%,Submit
,,,,,,,,,
Pivas,,,,,,,,,
DF 4.0,,,,,,,,,
0,0,0,0,0,0,0,0,0.10%,Submit
,,,,,,,,,
Hayden,,,,,,,,,
MD 4.5,,,,,,,,,
0,0,0,0,0,0,0,0,0.00%,Submit
,,,,,,,,,
White,,,,,,,,,
MD 4.5,,,,,,,,,
0,0,0,0,0,0,0,0,0.00%,Submit
,,,,,,,,,
Turner,,,,,,,,,
GK 4.0,,,,,,,,,
0,0,0,0,0,0,0,0,0.40%,Submit
,,,,,,,,,
David Carmo,,,,,,,,,
DF 4.5,,,,,,,,,
0,0,0,0,0,0,0,0,0.10%,Submit
,,,,,,,,,
Abbott,,,,,,,,,
DF 4.0,,,,,,,,,
0,0,0,0,0,0,0,0,0.20%,Submit
,,,,,,,,,
Dominguez,,,,,,,,,
MD 5.0,,,,,,,,,
0,0,0,0,0,0,0,0,0.00%,Submit
,,,,,,,,,
O'Brien,,,,,,,,,
MD 5.0,,,,,,,,,
0,0,0,0,0,0,0,0,0.00%,Submit
,,,,,,,,,
Moore,,,,,,,,,
GK 4.0,,,,,,,,,
0,0,0,0,0,0,0,0,0.50%,Submit
,,,,,,,,,
Nna Noukeu,,,,,,,,,
GK 4.0,,,,,,,,,
0,0,0,0,0,0,0,0,0.20%,Submit
,,,,,,,,,
Anderson,,,,,,,,,
DF 4.0,,,,,,,,,
0,0,0,0,0,0,0,0,0.50%,Submit
,,,,,,,,,
Johnson,,,,,,,,,
DF 4.0,,,,,,,,,
0,0,0,0,0,0,0,0,0.30%,Submit
,,,,,,,,,
Aleksi?,,,,,,,,,
MD 5.0,,,,,,,,,
0,0,0,0,0,0,0,0,0.00%,Submit
,,,,,,,,,
Mundle,,,,,,,,,
MD 5.0,,,,,,,,,
0,0,0,0,0,0,0,0,0.00%,Submit
,,,,,,,,,
Ba,,,,,,,,,
MD 4.5,,,,,,,,,
0,0,0,0,0,0,0,0,0.30%,Submit
,,,,,,,,,
Ekwah,,,,,,,,,
MD 4.5,,,,,,,,,
0,0,0,0,0,0,0,0,0.00%,Submit
,,,,,,,,,
H.Jones,,,,,,,,,
MD 4.5,,,,,,,,,
0,0,0,0,0,0,0,0,0.10%,Submit
,,,,,,,,,
Matete,,,,,,,,,
MD 4.5,,,,,,,,,
0,0,0,0,0,0,0,0,0.30%,Submit
,,,,,,,,,
Abdullahi,,,,,,,,,
FW 4.5,,,,,,,,,
0,0,0,0,0,0,0,0,0.70%,Submit
,,,,,,,,,
Lu�s Hemir,,,,,,,,,
FW 4.5,,,,,,,,,
0,0,0,0,0,0,0,0,0.20%,Submit
,,,,,,,,,
Rusyn,,,,,,,,,
FW 4.5,,,,,,,,,
0,0,0,0,0,0,0,0,0.20%,Submit
,,,,,,,,,
Austin,,,,,,,,,
GK 4.0,,,,,,,,,
0,0,0,0,0,0,0,0,0.30%,Submit
,,,,,,,,,
Dragusin,,,,,,,,,
DF 4.5,,,,,,,,,
0,0,0,0,0,0,0,0,0.00%,Submit
,,,,,,,,,
Phillips,,,,,,,,,
DF 4.0,,,,,,,,,
0,0,0,0,0,0,0,0,0.10%,Submit
,,,,,,,,,
Takai,,,,,,,,,
DF 4.0,,,,,,,,,
0,0,0,0,0,0,0,0,0.20%,Submit
,,,,,,,,,
Vuskovic,,,,,,,,,
DF 4.0,,,,,,,,,
0,0,0,0,0,0,0,0,1.30%,Submit
,,,,,,,,,
Son,,,,,,,,,
MD 8.5,,,,,,,,,
0,0,0,0,0,0,0,0,0.70%,Submit
,,,,,,,,,
Maddison,,,,,,,,,
MD 7.0,,,,,,,,,
0,0,0,0,0,0,0,0,0.70%,Submit
,,,,,,,,,
Kulusevski,,,,,,,,,
MD 6.5,,,,,,,,,
0,0,0,0,0,0,0,0,0.00%,Submit
,,,,,,,,,
Moore,,,,,,,,,
MD 5.0,,,,,,,,,
0,0,0,0,0,0,0,0,0.00%,Submit
,,,,,,,,,
Min-hyeok,,,,,,,,,
MD 4.5,,,,,,,,,
0,0,0,0,0,0,0,0,0.10%,Submit
,,,,,,,,,
Olusesi,,,,,,,,,
MD 4.5,,,,,,,,,
0,0,0,0,0,0,0,0,0.20%,Submit
,,,,,,,,,
Lankshear,,,,,,,,,
FW 4.5,,,,,,,,,
0,0,0,0,0,0,0,0,0.10%,Submit
,,,,,,,,,
Foderingham,,,,,,,,,
GK 4.0,,,,,,,,,
0,0,0,0,0,0,0,0,0.70%,Submit
,,,,,,,,,
Hegyi,,,,,,,,,
GK 4.0,,,,,,,,,
0,0,0,0,0,0,0,0,0.30%,Submit
,,,,,,,,,
Casey,,,,,,,,,
DF 4.0,,,,,,,,,
0,0,0,0,0,0,0,0,0.30%,Submit
,,,,,,,,,
Earthy,,,,,,,,,
MD 4.5,,,,,,,,,
0,0,0,0,0,0,0,0,0.10%,Submit
,,,,,,,,,
Orford,,,,,,,,,
MD 4.5,,,,,,,,,
0,0,0,0,0,0,0,0,0.10%,Submit
,,,,,,,,,
Bentley,,,,,,,,,
GK 4.0,,,,,,,,,
0,0,0,0,0,0,0,0,0.90%,Submit
,,,,,,,,,
King,,,,,,,,,
GK 4.0,,,,,,,,,
0,0,0,0,0,0,0,0,1.80%,Submit
,,,,,,,,,
Meupiyou,,,,,,,,,
DF 4.0,,,,,,,,,
0,0,0,0,0,0,0,0,0.00%,Submit
,,,,,,,,,
Guedes,,,,,,,,,
MD 5.5,,,,,,,,,
0,0,0,0,0,0,0,0,0.00%,Submit
,,,,,,,,,
B.Traore,,,,,,,,,
MD 5.0,,,,,,,,,
0,0,0,0,0,0,0,0,0.00%,Submit
,,,,,,,,,
Chirewa,,,,,,,,,
MD 4.5,,,,,,,,,
0,0,0,0,0,0,0,0,0.30%,Submit
,,,,,,,,,
Edozie,,,,,,,,,
MD 4.5,,,,,,,,,
0,0,0,0,0,0,0,0,0.40%,Submit
,,,,,,,,,
Gonzalez,,,,,,,,,
MD 4.5,,,,,,,,,
0,0,0,0,0,0,0,0,1.60%,Submit
,,,,,,,,,
Hodge,,,,,,,,,
MD 4.5,,,,,,,,,
0,0,0,0,0,0,0,0,0.10%,Submit
,,,,,,,,,
F�bio Silva,,,,,,,,,
FW 5.0,,,,,,,,,
0,0,0,0,0,0,0,0,0.60%,Submit
,,,,,,,,,
Chiwome,,,,,,,,,
FW 4.5,,,,,,,,,
0,0,0,0,0,0,0,0,0.00%,Submit
,,,,,,,,,
Fraser,,,,,,,,,
FW 4.5,,,,,,,,,
0,0,0,0,0,0,0,0,2.30%,Submit
,,,,,,,,,
Josh Wilson-Esbrand,,,,,,,,,
DF 99.9,,,,,,,,,
0,0,0,0,0,0,0,0,0.00%,
,,,,,,,,,
Issa Kabor�,,,,,,,,,
DF 99.9,,,,,,,,,
0,0,0,0,0,0,0,0,0.00%,
,,,,,,,,,
Ben Chilwell,,,,,,,,,
DF 99.9,,,,,,,,,
0,0,0,0,0,0,0,0,0.00%,
,,,,,,,,,
Emmanuel Dennis,,,,,,,,,
FW 99.9,,,,,,,,,
0,0,0,0,0,0,0,0,0.00%,
,,,,,,,,,
Hindolo Mustapha,,,,,,,,,
MD 99.9,,,,,,,,,
0,0,0,0,0,0,0,0,0.00%,
,,,,,,,,,
Callum Doyle,,,,,,,,,
DF 99.9,,,,,,,,,
0,0,0,0,0,0,0,0,0.00%,
,,,,,,,,,
Sam Chambers,,,,,,,,,
MD 99.9,,,,,,,,,
0,0,0,0,0,0,0,0,0.00%,
